name,edition,condition,language,price_eur,quantity,seller,total_value,id_carta
Manipulación imprudente,Marcha de las máquinas: las secuelas,NM,Inglés,0.45,8,Mazvigosl,3.6,2410
Manipulación imprudente,Marcha de las máquinas: las secuelas,NM,Inglés,4.95,8,Mazvigosl,39.6,2410
"Nahiri, forjada en la furia",Marcha de las máquinas: las secuelas,NM,Inglés,7.95,4,Mazvigosl,31.8,2938
"Nahiri, forjada en la furia",Marcha de las máquinas: las secuelas,NM,Inglés,4.95,3,Mazvigosl,14.85,2938
"Narset, exiliada iluminada",Marcha de las máquinas: las secuelas,NM,Inglés,11.95,4,Mazvigosl,47.8,2961
"Nashi, legado de la luna",Marcha de las máquinas: las secuelas,NM,Inglés,0.25,8,Mazvigosl,2.0,2979
"Nashi, legado de la luna",Marcha de las máquinas: las secuelas,NM,Inglés,0.45,8,Mazvigosl,3.6,2979
"Nashi, legado de la luna",Marcha de las máquinas: las secuelas,NM,Inglés,1.45,8,Mazvigosl,11.6,2979
"Nashi, legado de la luna",Marcha de las máquinas: las secuelas,NM,Inglés,15.95,8,Mazvigosl,127.6,2979
"Nissa, animista renaciente",Marcha de las máquinas: las secuelas,NM,Inglés,31.95,3,Mazvigosl,95.85,1639
"Niv-Mízzet, ser supremo",Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,1522
"Niv-Mízzet, ser supremo",Marcha de las máquinas: las secuelas,NM,Inglés,1.45,4,Mazvigosl,5.8,1522
"Niv-Mízzet, ser supremo",Marcha de las máquinas: las secuelas,NM,Inglés,0.6,8,Mazvigosl,4.8,1522
"Ob Nixilis, criminal cautivo",Marcha de las máquinas: las secuelas,NM,Inglés,15.95,4,Mazvigosl,63.8,1859
"Ob Nixilis, criminal cautivo",Marcha de las máquinas: las secuelas,NM,Inglés,12.95,6,Mazvigosl,77.7,1859
Oni estertor de muerte,Marcha de las máquinas: las secuelas,NM,Inglés,0.12,8,Mazvigosl,0.96,2041
Oni estertor de muerte,Marcha de las máquinas: las secuelas,NM,Inglés,0.14,8,Mazvigosl,1.12,2041
Oni estertor de muerte,Marcha de las máquinas: las secuelas,NM,Inglés,1.6,8,Mazvigosl,12.8,2041
Oni estertor de muerte,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,2041
Oni estertor de muerte,Marcha de las máquinas: las secuelas,NM,Inglés,4.95,8,Mazvigosl,39.6,2041
"Pia Nalaar, cónsul del resurgimiento",Marcha de las máquinas: las secuelas,NM,Inglés,0.95,2,Mazvigosl,1.9,1744
"Pia Nalaar, cónsul del resurgimiento",Marcha de las máquinas: las secuelas,NM,Inglés,1.45,4,Mazvigosl,5.8,1744
"Pia Nalaar, cónsul del resurgimiento",Marcha de las máquinas: las secuelas,NM,Inglés,1.95,4,Mazvigosl,7.8,1744
Plargg y Nassari,Marcha de las máquinas: las secuelas,NM,Inglés,3.95,4,Mazvigosl,15.8,2124
Poder de la animista,Marcha de las máquinas: las secuelas,NM,Inglés,8.95,8,Mazvigosl,71.6,2208
Poder de la animista,Marcha de las máquinas: las secuelas,NM,Inglés,0.22,8,Mazvigosl,1.76,2208
Poder de la animista,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,2208
Poder de la animista,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,2208
Poder de la animista,Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,2208
Reconstructora de la metrópolis,Marcha de las máquinas: las secuelas,NM,Inglés,2.75,2,Mazvigosl,5.5,2568
Reconstruir la ciudad,Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,2968
Reconstruir la ciudad,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,2968
Reconstruir la ciudad,Marcha de las máquinas: las secuelas,NM,Inglés,0.75,8,Mazvigosl,6.0,2968
Reconstruir la ciudad,Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,2968
Reconstruir la ciudad,Marcha de las máquinas: las secuelas,NM,Inglés,14.95,8,Mazvigosl,119.6,2968
Renacimiento cósmico,Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,2681
Renacimiento cósmico,Marcha de las máquinas: las secuelas,NM,Inglés,0.65,8,Mazvigosl,5.2,2681
Renacimiento cósmico,Marcha de las máquinas: las secuelas,NM,Inglés,8.95,8,Mazvigosl,71.6,2681
Renacimiento cósmico,Marcha de las máquinas: las secuelas,NM,Inglés,0.21,8,Mazvigosl,1.68,2681
Renacimiento cósmico,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,2681
Renovación del campus,Marcha de las máquinas: las secuelas,NM,Inglés,0.75,8,Mazvigosl,6.0,2225
Renovación del campus,Marcha de las máquinas: las secuelas,NM,Inglés,0.12,8,Mazvigosl,0.96,2225
Renovación del campus,Marcha de las máquinas: las secuelas,NM,Inglés,8.95,8,Mazvigosl,71.6,2225
Renovación del campus,Marcha de las máquinas: las secuelas,NM,Inglés,0.14,8,Mazvigosl,1.12,2225
Renovación del campus,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,2225
"Rocco, chef de las calles",Marcha de las máquinas: las secuelas,NM,Inglés,0.3,3,Mazvigosl,0.9,2582
"Rocco, chef de las calles",Marcha de las máquinas: las secuelas,NM,Inglés,1.75,8,Mazvigosl,14.0,2582
"Rocco, chef de las calles",Marcha de las máquinas: las secuelas,NM,Inglés,0.75,7,Mazvigosl,5.25,2582
Ruinas de Drannith,Marcha de las máquinas: las secuelas,NM,Inglés,1.45,4,Mazvigosl,5.8,3022
Ruinas de Drannith,Marcha de las máquinas: las secuelas,NM,Inglés,0.75,2,Mazvigosl,1.5,3022
Ruptura de la chispa,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,1430
Ruptura de la chispa,Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,1430
Ruptura de la chispa,Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,1430
Ruptura de la chispa,Marcha de las máquinas: las secuelas,NM,Inglés,15.95,6,Mazvigosl,95.7,1430
Ruptura de la chispa,Marcha de las máquinas: las secuelas,NM,Inglés,0.23,8,Mazvigosl,1.84,1430
"Samut, visir de Naktamun",Marcha de las máquinas: las secuelas,EX,Inglés,2.7,1,Mazvigosl,2.7,1473
"Samut, visir de Naktamun",Marcha de las máquinas: las secuelas,NM,Inglés,2.95,3,Mazvigosl,8.85,1473
"Samut, visir de Naktamun",Marcha de las máquinas: las secuelas,NM,Inglés,4.95,4,Mazvigosl,19.8,1473
"Sigarda, fuente de bendiciones",Marcha de las máquinas: las secuelas,NM,Inglés,2.95,2,Mazvigosl,5.9,3000
"Sigarda, fuente de bendiciones",Marcha de las máquinas: las secuelas,NM,Inglés,3.95,4,Mazvigosl,15.8,3000
Sumergirse en las líneas místicas,Marcha de las máquinas: las secuelas,NM,Inglés,1.45,4,Mazvigosl,5.8,1847
Sumergirse en las líneas místicas,Marcha de las máquinas: las secuelas,NM,Inglés,1.95,2,Mazvigosl,3.9,1847
"Tazri, superviviente denodada",Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,1235
"Tazri, superviviente denodada",Marcha de las máquinas: las secuelas,NM,Inglés,0.35,8,Mazvigosl,2.8,1235
"Tazri, superviviente denodada",Marcha de las máquinas: las secuelas,NM,Inglés,6.95,8,Mazvigosl,55.6,1235
"Tazri, superviviente denodada",Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,1235
"Tazri, superviviente denodada",Marcha de las máquinas: las secuelas,NM,Inglés,0.95,8,Mazvigosl,7.6,1235
"Tyvar, el Belicoso",Marcha de las máquinas: las secuelas,NM,Inglés,5.95,4,Mazvigosl,23.8,1169
"Tyvar, el Belicoso",Marcha de las máquinas: las secuelas,NM,Inglés,3.95,2,Mazvigosl,7.9,1169
Tópteryx forjado en oro,Marcha de las máquinas: las secuelas,NM,Inglés,0.75,8,Mazvigosl,6.0,2016
Tópteryx forjado en oro,Marcha de las máquinas: las secuelas,NM,Inglés,0.2,8,Mazvigosl,1.6,2016
Tópteryx forjado en oro,Marcha de las máquinas: las secuelas,NM,Inglés,6.95,8,Mazvigosl,55.6,2016
Tópteryx forjado en oro,Marcha de las máquinas: las secuelas,NM,Inglés,0.22,8,Mazvigosl,1.76,2016
Vanguardia de las Capas de Cobre,Marcha de las máquinas: las secuelas,NM,Inglés,10.0,1,Mazvigosl,10.0,1381
Vanguardia de las Capas de Cobre,Marcha de las máquinas: las secuelas,NM,Inglés,1.25,4,Mazvigosl,5.0,1381
Vanguardia de las Capas de Cobre,Marcha de las máquinas: las secuelas,NM,Inglés,0.65,2,Mazvigosl,1.3,1381
Vanguardia de las Capas de Cobre,Marcha de las máquinas: las secuelas,NM,Inglés,0.45,8,Mazvigosl,3.6,1381
Área de entrenamiento,Marcha de las máquinas: las secuelas,NM,Inglés,5.45,1,Mazvigosl,5.45,1842
Área de entrenamiento,Marcha de las máquinas: las secuelas,NM,Inglés,6.95,4,Mazvigosl,27.8,1842
Congelar hasta las ideas,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,254
Congelar hasta las ideas,Las tierras salvajes de Eldraine,NM,Inglés,0.65,8,Mazvigosl,5.2,254
Posada de Extremuro,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,840
Posada de Extremuro,Las tierras salvajes de Eldraine,NM,Inglés,0.95,8,Mazvigosl,7.6,840
Posada de Extremuro,Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,840
Víbora hirviente // Limpiar a vapor,Las tierras salvajes de Eldraine,NM,Inglés,1.45,4,Mazvigosl,5.8,1106
Archivista élfico,Las tierras salvajes de Eldraine,NM,Inglés,1.45,8,Mazvigosl,11.6,78
Terrenos expansivos,Las tierras salvajes de Eldraine,NM,Inglés,0.24,8,Mazvigosl,1.92,1022
Familiar juguetón // A toda mecha,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,453
Familiar juguetón // A toda mecha,Las tierras salvajes de Eldraine,NM,Inglés,0.5,8,Mazvigosl,4.0,453
Familiar juguetón // A toda mecha,Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,453
"Troyan, explorador con agallas",Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1061
"Troyan, explorador con agallas",Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,1061
"Troyan, explorador con agallas",Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,1061
"Totentanz, flautista del enjambre",Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1045
"Totentanz, flautista del enjambre",Las tierras salvajes de Eldraine,NM,Inglés,0.65,8,Mazvigosl,5.2,1045
"Totentanz, flautista del enjambre",Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,1045
"Syr Armont, la Redentora",Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,3141
"Syr Armont, la Redentora",Las tierras salvajes de Eldraine,NM,Inglés,0.35,8,Mazvigosl,2.8,3141
"Syr Armont, la Redentora",Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,3141
Sharae de los abismos paralizantes,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1324
Sharae de los abismos paralizantes,Las tierras salvajes de Eldraine,NM,Inglés,0.35,8,Mazvigosl,2.8,1324
Sharae de los abismos paralizantes,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1324
"Rubí, rastreadora temeraria",Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,938
"Rubí, rastreadora temeraria",Las tierras salvajes de Eldraine,NM,Inglés,0.95,8,Mazvigosl,7.6,938
"Rowan, hija de la guerra",Las tierras salvajes de Eldraine,NM,Inglés,0.74,8,Mazvigosl,5.92,3084
"Rowan, hija de la guerra",Las tierras salvajes de Eldraine,NM,Inglés,1.45,4,Mazvigosl,5.8,3084
"Obyra, duelista soñadora",Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,781
"Obyra, duelista soñadora",Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,781
"Obyra, duelista soñadora",Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,781
"Nieves, acechada por pesadillas",Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,3157
"Nieves, acechada por pesadillas",Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,3157
"Nieves, acechada por pesadillas",Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,3157
"Johann, aprendiz de hechicero",Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,3020
"Johann, aprendiz de hechicero",Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,3020
"Johann, aprendiz de hechicero",Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,3020
"Greta, el Terror de Villadulces",Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,508
"Greta, el Terror de Villadulces",Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,508
"Greta, el Terror de Villadulces",Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,508
Trol masacrafaunos,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2200
Trol masacrafaunos,Las tierras salvajes de Eldraine,NM,Inglés,0.95,8,Mazvigosl,7.6,2200
Trol masacrafaunos,Las tierras salvajes de Eldraine,NM,Inglés,6.95,8,Mazvigosl,55.6,2200
"Cinisia, reina de la fiesta",Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,1174
"Cinisia, reina de la fiesta",Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1174
"Cinisia, reina de la fiesta",Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1174
Debut atronador,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,303
Debut atronador,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,303
Debut atronador,Las tierras salvajes de Eldraine,NM,Inglés,15.95,8,Mazvigosl,127.6,303
Vigía de la Sima Enredada,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1095
Vigía de la Sima Enredada,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1095
Vigía de la Sima Enredada,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1095
Rastreador de bestias celestes,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,2728
Fauna trotarraíces,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,1318
Regreso de las tierras salvajes,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,902
Sierpe del tallo de habichuelas // Plantar habichuelas,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1861
Lealtad pérfida,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,662
Lealtad pérfida,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,662
Engendro calcinador de reinos,Las tierras salvajes de Eldraine,NM,Inglés,1.45,8,Mazvigosl,11.6,2291
Aprendiz de atraparratas // Plaga inesperada,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,69
Veterana de Monteascua,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,1462
Veterana de Monteascua,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1462
Veterana de Monteascua,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1462
Gata atigrada del almacén,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,497
Gata atigrada del almacén,Las tierras salvajes de Eldraine,NM,Inglés,0.55,8,Mazvigosl,4.4,497
Bruja de Villadulces,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,162
Espectro de la mortalidad,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2406
Espectro de la mortalidad,Las tierras salvajes de Eldraine,NM,Inglés,0.7,8,Mazvigosl,5.6,2406
Espectro de la mortalidad,Las tierras salvajes de Eldraine,NM,Inglés,8.95,8,Mazvigosl,71.6,2406
Búsqueda siniestra de Rowan,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,171
Echar al ratero,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2928
Carnicero del señor Escurridizo,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2371
Carnicero del señor Escurridizo,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,2371
Hada usurpasueños,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,530
Hada usurpasueños,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,530
Hada usurpasueños,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,530
Bruja creída // Precio de la belleza,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,161
Virtud del conocimiento // Visiones de Vendaleza,Las tierras salvajes de Eldraine,NM,Inglés,6.95,4,Mazvigosl,27.8,1482
Atril viviente,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,2435
Ritual de la visión distante,Las tierras salvajes de Eldraine,NM,Inglés,0.25,8,Mazvigosl,2.0,1940
Ritual de la visión distante,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1940
Caballero de las palomas,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,173
Caballero de las palomas,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,173
Féretro de cristal,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1798
Féretro de cristal,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1798
Féretro de cristal,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1798
Portatartas cortés,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,2154
Portatartas cortés,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,2154
Echar a los intrusos,Las tierras salvajes de Eldraine,NM,Inglés,0.95,5,Mazvigosl,4.75,1736
Cortesano maldito,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1919
Cortesano maldito,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1919
Cortesano maldito,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1919
Romper el hechizo,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,931
Caballero enamorado // Comprometerse con la bestia,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,1487
Repartetortas,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1517
Repartetortas,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1517
Repartetortas,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1517
Mensajero de Talion,Las tierras salvajes de Eldraine,NM,Inglés,1.45,4,Mazvigosl,5.8,1538
La necedad del aprendiz,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,640
La necedad del aprendiz,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,640
La necedad del aprendiz,Las tierras salvajes de Eldraine,NM,Inglés,8.95,8,Mazvigosl,71.6,640
Vendedora de libros de hechizos,Las tierras salvajes de Eldraine,NM,Inglés,0.45,2,Mazvigosl,0.9,1086
Asesino a sueldo desalmado // Eliminación mutua,Las tierras salvajes de Eldraine,NM,Inglés,0.95,8,Mazvigosl,7.6,3040
Asesino a sueldo desalmado // Eliminación mutua,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,3040
Apaño de Johann,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1718
Viaje extraordinario,Las tierras salvajes de Eldraine,NM,Inglés,0.55,8,Mazvigosl,4.4,1091
Viaje extraordinario,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1091
Viaje extraordinario,Las tierras salvajes de Eldraine,NM,Inglés,12.95,8,Mazvigosl,103.6,1091
Rayo partepiedras,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,2660
Rayo partepiedras,Las tierras salvajes de Eldraine,NM,Inglés,0.95,8,Mazvigosl,7.6,2660
Rayo partepiedras,Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,2660
Colmillovendaval aullante,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,2469
Colmillovendaval aullante,Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,2469
Colmillovendaval aullante,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,2469
Intervención tajante,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2082
Hacia la corte de las hadas,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,1455
Canciller de los cuentos,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,189
Canciller de los cuentos,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,189
Farol guía de almas,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1642
Farol guía de almas,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,1642
Financiero con buen ojo,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,466
Financiero con buen ojo,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,466
Financiero con buen ojo,Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,466
Regresar victorioso,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,901
El primer duelo de Gadwick,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,3003
El primer duelo de Gadwick,Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,3003
El primer duelo de Gadwick,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,3003
Pandilla de los hiloscadena // Rasgar las costuras,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,1136
Pandilla de los hiloscadena // Rasgar las costuras,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1136
Tres tazones de avena,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,2756
Tres tazones de avena,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,2756
Centinela tallado en hielo,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1123
Centinela tallado en hielo,Las tierras salvajes de Eldraine,NM,Inglés,0.95,8,Mazvigosl,7.6,1123
Centinela tallado en hielo,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1123
Adentrarse en las tierras salvajes,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2236
Regresar a por más,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,900
Regresar a por más,Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,900
Regresar a por más,Las tierras salvajes de Eldraine,NM,Inglés,6.95,8,Mazvigosl,55.6,900
Drenar el ego,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,370
Drenar el ego,Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,370
Drenar el ego,Las tierras salvajes de Eldraine,NM,Inglés,8.95,8,Mazvigosl,71.6,370
Moralcantarillas gorro rojo,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1486
Moralcantarillas gorro rojo,Las tierras salvajes de Eldraine,NM,Inglés,0.7,8,Mazvigosl,5.6,1486
Moralcantarillas gorro rojo,Las tierras salvajes de Eldraine,NM,Inglés,9.95,8,Mazvigosl,79.6,1486
Pastor Nebuloso // Sombras aceradas,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,1480
Pastor Nebuloso // Sombras aceradas,Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,1480
Pastor Nebuloso // Sombras aceradas,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,1480
Frío penetrante,Las tierras salvajes de Eldraine,NM,Inglés,0.45,8,Mazvigosl,3.6,2947
Frío penetrante,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2947
Frío penetrante,Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,2947
Ratero andrajoso,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,880
Ratero andrajoso,Las tierras salvajes de Eldraine,NM,Inglés,4.95,8,Mazvigosl,39.6,880
La princesa alza el vuelo,Las tierras salvajes de Eldraine,NM,Inglés,0.35,8,Mazvigosl,2.8,641
La princesa alza el vuelo,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,641
La princesa alza el vuelo,Las tierras salvajes de Eldraine,NM,Inglés,6.95,8,Mazvigosl,55.6,641
Parca de Ashiok,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2699
Parca de Ashiok,Las tierras salvajes de Eldraine,NM,Inglés,0.75,8,Mazvigosl,6.0,2699
Parca de Ashiok,Las tierras salvajes de Eldraine,NM,Inglés,5.95,8,Mazvigosl,47.6,2699
Hada burlona,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,527
Alas de agua,Las tierras salvajes de Eldraine,NM,Inglés,0.12,8,Mazvigosl,0.96,3001
Bocazúcar devoradora // Preparar la cena,Las tierras salvajes de Eldraine,NM,Inglés,0.2,8,Mazvigosl,1.6,2635
Bocazúcar devoradora // Preparar la cena,Las tierras salvajes de Eldraine,NM,Inglés,0.95,8,Mazvigosl,7.6,2635
Bocazúcar devoradora // Preparar la cena,Las tierras salvajes de Eldraine,NM,Inglés,15.95,8,Mazvigosl,127.6,2635
